,certified,model,mileage,price,monthly,dealer,review,rating
187,Used,2022 Audi Q5 40 Premium,"7,298 mi.","$39,586","Great Deal | $1,672 under","
Schaumburg Kia
","(2,865 reviews)",4.5
188,Used,2023 Hyundai Santa Fe HEV Limited,"8,407 mi.","$39,938",Good Deal,"
Shottenkirk Hyundai
",N/A,N/A
189,Used,2021 Chevrolet Suburban Z71,"53,487 mi.","$59,499",Good Deal,"
Metropolitan Ford
",(837 reviews),4.7
190,Ford Certified,2022 Ford Explorer Platinum,"36,149 mi.","$41,499","Great Deal | $2,467 under","
Metropolitan Ford
",(837 reviews),4.7
191,Used,2016 Mercedes-Benz AMG GLE AMG GLE 63 S-Model 4MATIC,"58,598 mi.","$46,999","Great Deal | $3,130 under","
Metropolitan Ford
",(837 reviews),4.7
192,Used,2020 Hyundai Kona EV Ultimate,"12,840 mi.","$25,991","Great Deal | $3,199 under","
Carousel Online
",(2 reviews),N/A
193,Nissan Certified,2020 Nissan Altima 2.5 SL,"11,832 mi.","$26,799",Good Deal,"
Eden Prairie Nissan
","(1,542 reviews)",4.9
194,Used,2017 Chrysler 300 S,"83,077 mi.","$22,995",Fair Deal,"
Luther Hopkins Honda
","(2,406 reviews)",4.9
195,Used,2020 Jaguar F-PACE S,"38,922 mi.","$35,998","Great Deal | $1,739 under","
Walser Chrysler Jeep Dodge RAM
",(654 reviews),3.8
196,Used,2022 Ford Maverick LARIAT,"19,087 mi.","$36,499",Good Deal,"
Walser Chrysler Jeep Dodge RAM
",(654 reviews),3.8
197,Used,2019 Mercedes-Benz G-Class G 550 4MATIC,"39,671 mi.","$121,998",Fair Deal,"
Walser Chrysler Jeep Dodge RAM
",(654 reviews),3.8
198,Used,2021 Chevrolet Trailblazer LT,"26,468 mi.","$24,699",Great Deal | $544 under,"
Walser Chrysler Jeep Dodge RAM
",(654 reviews),3.8
199,Used,2021 Toyota 4Runner Limited,"55,962 mi.","$40,499",Good Deal,"
Walser Chrysler Jeep Dodge RAM
",(654 reviews),3.8
200,Used,2019 Mercedes-Benz AMG C 63 Base,"32,833 mi.","$46,998",Good Deal,"
Walser Chrysler Jeep Dodge RAM
",(654 reviews),3.8
201,Used,2019 Audi Q8 3.0T Prestige,"51,936 mi.","$48,999",Good Deal | $660 under,"
Morrie's 394 Hyundai
","(4,828 reviews)",4.4
202,Used,2022 Hyundai Palisade SE,"12,957 mi.","$33,765","Great Deal | $6,320 under","
Motorwerks MINI
",(186 reviews),4.7
203,Used,2018 GMC Yukon SLT,"60,408 mi.","$38,960",Good Deal,"
Lupient Buick GMC
",(194 reviews),4.5
204,Used,2017 Bentley Bentayga W12,"38,884 mi.","$95,459","Great Deal | $2,653 under","
Morrie's Luxury Auto
",(157 reviews),2.4
205,Used,2023 BMW X5 M Base,"2,846 mi.","$104,003","Good Deal | $1,337 under","
Morrie's Luxury Auto
",(157 reviews),2.4
206,Used,2023 BMW M4 Competition xDrive,"6,288 mi.","$83,998",Good Deal,"
Morrie's Luxury Auto
",(157 reviews),2.4
207,Used,2022 Chevrolet Traverse RS,"25,700 mi.","$40,000",Good Deal,"
Friendly Chevrolet of Fridley
","(1,046 reviews)",3.8
208,Used,2022 Chevrolet Suburban RST,"26,073 mi.","$64,997",Good Deal,"
Morrie's Cadillac
",(670 reviews),4.4
209,New,2024 Chevrolet Silverado 3500 WT,N/A,"$53,070",N/A,"
#1 Cochran Chevrolet
",N/A,N/A
210,Toyota Certified,2022 Toyota Supra 3.0 Premium,"24,644 mi.","$53,985",Good Deal | $200 under,"
Rudy Luther Toyota
","(4,052 reviews)",4.9
211,Toyota Certified,2021 Toyota Sienna LE,"59,043 mi.","$35,785",Good Deal,"
Rudy Luther Toyota
","(4,052 reviews)",4.9
212,Toyota Certified,2019 Toyota Camry Hybrid SE,"80,500 mi.","$23,995",Good Deal,"
Rudy Luther Toyota
","(4,052 reviews)",4.9
213,Used,2022 Ford Bronco Badlands,651 mi.,"$49,798",Good Deal | $952 under,"
Jim Shorkey Mitsubishi Youngstown
",(0 reviews),N/A
214,Used,2015 MINI Countryman Cooper S ALL4,"79,620 mi.","$15,990",Good Deal,"
Drive Appeal New Hope
",(269 reviews),N/A
215,Toyota Certified,2022 Toyota 4Runner Limited,"12,619 mi.","$47,994","Great Deal | $1,215 under","
Luther Brookdale Toyota
","(2,565 reviews)",4.8
216,Used,2021 Honda Civic Type R Touring,"32,750 mi.","$40,994",Good Deal,"
Luther Brookdale Toyota
","(2,565 reviews)",4.8
217,Used,2022 Mazda CX-5 2.5T,"5,202 mi.","$33,995",Good Deal,"
Luther Brookdale Honda
","(7,010 reviews)",4.5
218,Used,2022 Honda Pilot Elite,"12,305 mi.","$42,995","Great Deal | $1,595 under","
Luther Brookdale Honda
","(7,010 reviews)",4.5
219,Used,2015 Hyundai Genesis 3.8,"80,616 mi.","$16,995",Good Deal | $231 under,"
Luther Brookdale Honda
","(7,010 reviews)",4.5
220,Used,2019 Honda Passport Sport,"37,558 mi.","$23,995","Great Deal | $1,786 under","
Luther Brookdale Honda
","(7,010 reviews)",4.5
221,Used,2022 GMC Sierra 1500 Elevation,"25,160 mi.","$44,995",Good Deal | $476 under,"
Luther Brookdale Honda
","(7,010 reviews)",4.5
222,Volkswagen Certified,2020 Volkswagen Tiguan 2.0T S,"18,440 mi.","$24,365",Good Deal,"
Luther Brookdale Volkswagen
","(4,199 reviews)",4.6
223,Used,2012 Ford F-150 XLT,"159,568 mi.","$14,499",Good Deal,"
Luther Brookdale Mazda
","(2,907 reviews)",4.7
224,Used,2015 Mazda CX-5 Grand Touring,"267,354 mi.","$9,999",Great Deal | $894 under,"
Luther Brookdale Mazda
","(2,907 reviews)",4.7
225,Used,2017 Audi S7 4.0T Premium Plus,"84,189 mi.","$34,999","Great Deal | $1,931 under","
Luther Brookdale Mazda
","(2,907 reviews)",4.7
226,Ford Certified,2016 Ford Focus Electric Base,"44,503 mi.","$12,888",Fair Deal,"
Morrie's Minnetonka Ford
",(521 reviews),4.1
227,Used,2019 Toyota Camry LE,"73,120 mi.","$19,499",Good Deal,"
Luther Used Car Company
",(10 reviews),4.1
228,BMW Certified,2020 BMW M340 i xDrive,"34,588 mi.","$45,980",Good Deal | $608 under,"
BMW of Minnetonka
","(1,622 reviews)",4.2
229,BMW Certified,2022 BMW iX xDrive50,"4,334 mi.","$74,980",Good Deal | $548 under,"
BMW of Minnetonka
","(1,622 reviews)",4.2
230,New,2023 Toyota Tundra Limited,N/A,"$64,712",N/A,"
Spitzer Toyota
",N/A,N/A
231,Used,2021 Toyota Land Cruiser Base,"56,973 mi.","$74,983","Great Deal | $6,079 under","
BMW of Minnetonka
","(1,622 reviews)",4.2
232,Used,2017 Mercedes-Benz GLS 550 Base 4MATIC,"92,052 mi.","$30,980","Great Deal | $2,829 under","
BMW of Minnetonka
","(1,622 reviews)",4.2
233,BMW Certified,2023 BMW X3 xDrive30i,"21,942 mi.","$44,981",Good Deal | $195 under,"
BMW of Minnetonka
","(1,622 reviews)",4.2
234,Used,2023 Jaguar F-TYPE P450 R-Dynamic,"13,701 mi.","$71,980",Good Deal | $856 under,"
BMW of Minnetonka
","(1,622 reviews)",4.2
235,Used,2016 BMW M3 Base,"31,690 mi.","$51,980",Fair Deal,"
BMW of Minnetonka
","(1,622 reviews)",4.2
236,BMW Certified,2021 BMW X3 xDrive30i,"22,040 mi.","$41,980",Good Deal,"
BMW of Minnetonka
","(1,622 reviews)",4.2
237,BMW Certified,2020 BMW X3 xDrive30i,"13,246 mi.","$38,980",Good Deal | $134 under,"
BMW of Minnetonka
","(1,622 reviews)",4.2
238,Used,2021 Lincoln Navigator L Reserve,"43,356 mi.","$63,995",Good Deal,"
Luther North Country Ford Lincoln
","(4,285 reviews)",4.7
239,Ford Certified,2021 Ford F-150 XLT,"24,964 mi.","$39,495","Great Deal | $2,301 under","
Luther North Country Ford Lincoln
","(4,285 reviews)",4.7
240,Ford Certified,2020 Ford Expedition Max Limited,"59,654 mi.","$43,995",Great Deal | $872 under,"
Luther North Country Ford Lincoln
","(4,285 reviews)",4.7
241,Ford Certified,2016 Ford Explorer Platinum,"99,476 mi.","$21,996",Great Deal | $470 under,"
Luther North Country Ford Lincoln
","(4,285 reviews)",4.7
242,Used,2022 Chevrolet Suburban RST,"32,587 mi.","$64,270",Good Deal | $625 under,"
Coon Rapids Chrysler Dodge Jeep RAM
","(1,447 reviews)",4.6
243,Dodge Certified,2021 Dodge Challenger R/T Scat Pack,"7,272 mi.","$51,838",Good Deal,"
Coon Rapids Chrysler Dodge Jeep RAM
","(1,447 reviews)",4.6
244,Used,2019 Lexus LX 570 570,"39,990 mi.","$66,999","Great Deal | $4,180 under","
Lexus of Wayzata
","(2,085 reviews)",4.8
245,Used,2020 Lincoln Aviator Reserve AWD,"56,101 mi.","$35,999","Great Deal | $2,083 under","
Chevrolet of Wayzata
",(859 reviews),3.6
246,Used,2017 Ford Edge Titanium,"127,002 mi.","$13,999","Great Deal | $1,425 under","
Auto Center Bargain Lot
",(17 reviews),N/A
247,Used,2006 Lexus LX 470 ,"223,224 mi.","$11,999","Great Deal | $1,828 under","
Auto Center Bargain Lot
",(17 reviews),N/A
248,Used,2018 GMC Canyon All Terrain,"123,417 mi.","$21,999",Good Deal | $321 under,"
Auto Center Bargain Lot
",(17 reviews),N/A
249,Used,2015 Chevrolet Sonic LT,"78,533 mi.","$9,887",Great Deal | $868 under,"
Morrie's Brooklyn Park Subaru
",(869 reviews),4.6
250,Used,2012 Lexus GX 460 Premium,"132,176 mi.","$19,000",Great Deal | $544 under,"
Cornerstone Plymouth
",(180 reviews),3.8
251,New,2024 Lexus NX 350 Luxury,N/A,"$56,500",N/A,"
Lexus of Tulsa
",N/A,N/A
252,Used,2022 Jeep Grand Cherokee Summit,"7,729 mi.","$56,998","Great Deal | $1,161 under","
Walser Hyundai
","(1,796 reviews)",4.8
253,Used,2023 Hyundai Santa Cruz SEL,"12,793 mi.","$29,998","Great Deal | $3,596 under","
Walser Hyundai
","(1,796 reviews)",4.8
254,Used,2021 Hyundai Santa Fe SE,"50,328 mi.","$22,998",Good Deal | $237 under,"
Walser Hyundai Coon Rapids
",(2 reviews),N/A
255,Used,2015 Toyota Prius Three,"42,322 mi.","$18,550",Great Deal | $977 under,"
Preston Hyundai
",(396 reviews),3.5
256,Hyundai Certified,2021 Hyundai Kona SE,"29,276 mi.","$19,550",Great Deal | $342 under,"
Preston Hyundai
",(396 reviews),3.5
257,Hyundai Certified,2019 Hyundai Kona SEL,"41,475 mi.","$19,550",Good Deal,"
Preston Hyundai
",(396 reviews),3.5
258,Used,2022 Nissan Frontier SV,"10,630 mi.","$33,000","Great Deal | $1,992 under","
Donnell Ford of Youngstown
","(1,765 reviews)",4.0
259,Used,2022 Volkswagen Golf R 2.0T,"13,926 mi.","$45,990",Good Deal,"
Toyota of Boardman
",(782 reviews),3.3
260,Toyota Certified,2022 Toyota RAV4 Hybrid XLE,"35,420 mi.","$32,550","Great Deal | $1,225 under","
Toyota of Boardman
",(782 reviews),3.3
261,Used,2018 Mercedes-Benz AMG GLC 43 ,"98,317 mi.","$27,550",Good Deal | $327 under,"
Toyota of Boardman
",(782 reviews),3.3
262,Toyota Certified,2022 Toyota Tacoma SR,"24,149 mi.","$32,990",Great Deal | $880 under,"
Toyota of Boardman
",(782 reviews),3.3
263,Toyota Certified,2019 Toyota Tundra SR5,"64,192 mi.","$37,990",Good Deal,"
Toyota of Boardman
",(782 reviews),3.3
264,Toyota Certified,2020 Toyota Tundra SR5,"34,952 mi.","$41,550",Good Deal,"
Toyota of Boardman
",(782 reviews),3.3
265,Used,2020 Jeep Wrangler Rubicon,"23,706 mi.","$38,750","Great Deal | $5,088 under","
Matheny Motor Truck Company
",(70 reviews),3.6
266,Toyota Certified,2017 Toyota Prius v Two,"48,951 mi.","$25,581",Good Deal,"
Carlson Toyota
",(598 reviews),3.7
267,Used,2015 Toyota Highlander XLE,"132,888 mi.","$20,991",Fair Deal,"
Carlson Toyota
",(598 reviews),3.7
268,Used,2019 Toyota Highlander Hybrid XLE,"128,150 mi.","$27,955",Fair Deal,"
Carlson Toyota
",(598 reviews),3.7
269,Used,2016 Lexus LS 460 Base,"140,481 mi.","$24,959",Good Deal | $143 under,"
Carlson Toyota
",(598 reviews),3.7
270,Used,2014 Toyota RAV4 XLE,"106,078 mi.","$17,853",Good Deal,"
Carlson Toyota
",(598 reviews),3.7
271,Used,2021 Toyota Highlander Hybrid XLE,"85,216 mi.","$38,776",Fair Deal,"
Carlson Toyota
",(598 reviews),3.7
272,New,2023 Jeep Wrangler 4xe Sahara,N/A,"$60,935",N/A,"
Auburn Chrysler Dodge Jeep Ram
",N/A,N/A
273,Used,2019 Mitsubishi Outlander Sport 2.0 ES,"46,099 mi.","$17,491",Good Deal,"
Boardman Subaru
","(1,629 reviews)",4.9
274,Used,2006 Dodge Dakota ST,"56,713 mi.","$10,734",Good Deal,"
Moses Honda
",(34 reviews),N/A
275,Used,2020 Ford F-150 XLT,"47,395 mi.","$34,299","Great Deal | $2,444 under","
Ed Morse Ford St. Robert
",(26 reviews),N/A
276,Used,2015 Mazda CX-5 Grand Touring,"72,052 mi.","$17,257","Great Deal | $1,477 under","
Diehl Automotive of Hermitage K LLC
",(279 reviews),4.6
277,Used,2012 Ford Shelby GT500 Base,"32,500 mi.","$42,645",Good Deal | $614 under,"
Universal Chrysler Dodge Jeep Ram
",(4 reviews),N/A
278,Used,2018 Honda Civic Sport,"106,036 mi.","$18,477",Good Deal | $237 under,"
Universal Chrysler Dodge Jeep Ram
",(4 reviews),N/A
279,Used,2018 GMC Yukon SLE,"110,185 mi.","$28,945",Great Deal | $972 under,"
Davis Chevrolet of Delano
",(111 reviews),N/A
280,Used,2021 Chevrolet Tahoe High Country,"83,349 mi.","$57,480",Good Deal,"
Davis Chevrolet of Delano
",(111 reviews),N/A
281,Used,2019 Chevrolet Suburban Premier,"77,058 mi.","$53,239",Good Deal,"
John Hirsch's Cambridge Motors
",(624 reviews),4.1
282,Kia Certified,2022 Kia Telluride LX,"27,402 mi.","$36,599",Good Deal,"
Cornerstone Kia
",(83 reviews),N/A
283,Used,2023 Kia Seltos LX,"5,255 mi.","$23,999",Good Deal | $348 under,"
Cornerstone Kia
",(83 reviews),N/A
284,Used,2018 Chevrolet Traverse LT Cloth,"150,464 mi.","$16,499",Good Deal,"
Cornerstone Ford Chrysler
",(492 reviews),3.9
285,Used,2020 Ford Mustang EcoBoost Premium,"61,460 mi.","$22,799",Good Deal | $336 under,"
Cornerstone Ford Chrysler
",(492 reviews),3.9
286,Used,2016 Chevrolet Corvette Stingray Z51,"30,180 mi.","$48,998",Great Deal | $984 under,"
Preston Chevrolet Buick GMC
",(147 reviews),4.1
287,Used,2019 Dodge Charger GT,"46,640 mi.","$26,798",Fair Deal,"
Preston Chevrolet Buick GMC
",(147 reviews),4.1
288,Used,2019 GMC Yukon XL SLT,"83,150 mi.","$39,995",Good Deal,"
Jensen Buick GMC
",(7 reviews),4.5
289,Used,2016 Jeep Wrangler Sport,"78,351 mi.","$19,811","Great Deal | $3,344 under","
Economy Auto Sales
",(92 reviews),N/A
290,Used,2013 Chevrolet Silverado 2500 Work Truck,"108,457 mi.","$16,999","Great Deal | $1,835 under","
Chuck Spaeth Ford, Inc.
",(252 reviews),5.0
291,Used,2011 Ford F-150 Lariat,"148,119 mi.","$12,900","Great Deal | $1,094 under","
Chuck Spaeth Ford, Inc.
",(252 reviews),5.0
292,Used,2022 Toyota Sienna LE,"6,291 mi.","$41,990",Fair Deal,"
Toyota of Erie
",(31 reviews),3.3
293,New,2024 Chevrolet Malibu RS,N/A,"$27,565",N/A,"
#1 Cochran Chevrolet
",N/A,N/A
294,Used,2016 Honda CR-V SE,"87,968 mi.","$18,370",Good Deal | $221 under,"
Nashville Toyota North
",(234 reviews),3.3
295,Used,2018 Nissan Pathfinder SL,"86,240 mi.","$19,197",Great Deal | $734 under,"
Ryan Auto Mall Chrysler Dodge Jeep Ram Of Monticello
",(29 reviews),N/A
296,Used,2015 GMC Yukon XL 1500 SLE,"134,996 mi.","$23,425",Good Deal | $122 under,"
Ryan Auto Mall Chrysler Dodge Jeep Ram Of Monticello
",(29 reviews),N/A
297,Used,2012 MINI Cooper S Base,"16,830 mi.","$15,585","Great Deal | $3,499 under","
Hendersonville Auto Brokers
",(26 reviews),4.3
298,Used,2016 Toyota RAV4 LE,"63,037 mi.","$18,885",Good Deal | $214 under,"
Hendersonville Auto Brokers
",(26 reviews),4.3
299,Used,2014 Ford Mustang GT Premium,"26,708 mi.","$29,547",Good Deal,"
Moses Chevrolet
",(36 reviews),4.2
300,Used,2015 Scion tC Base,"65,837 mi.","$14,320",Good Deal,"
Moses of St. Albans
",(735 reviews),4.6
301,Used,2020 Ford F-250 XL,"53,816 mi.","$40,200","Great Deal | $2,581 under","
Moses of St. Albans
",(735 reviews),4.6
302,Lincoln Certified,2019 Lincoln Nautilus Select,"29,875 mi.","$30,990","Great Deal | $5,287 under","
Moses of St. Albans
",(735 reviews),4.6
303,Used,2021 Audi Q3 45 S line Premium,"54,681 mi.","$28,650",Good Deal,"
Moses of St. Albans
",(735 reviews),4.6
304,Used,2017 BMW 540 i xDrive,"56,182 mi.","$26,278",Great Deal | $573 under,"
Moses of St. Albans
",(735 reviews),4.6
305,Used,2022 GMC Canyon Elevation,"4,309 mi.","$31,577",Fair Deal,"
Legacy Chevy Buick GMC
",(25 reviews),4.6
306,Jeep Certified,2020 Jeep Wrangler Unlimited Sport,"6,332 mi.","$37,950",Good Deal | $383 under,"
Humes Chrysler Jeep Dodge RAM
",(594 reviews),4.6
307,RAM Certified,2021 RAM 2500 Big Horn,"58,437 mi.","$49,995",Good Deal | $927 under,"
Humes Chrysler Jeep Dodge RAM
",(594 reviews),4.6
308,Used,2022 Ford Bronco Badlands,"28,700 mi.","$48,930","Great Deal | $6,188 under","
Holt Motors
",(530 reviews),4.5
309,Used,2021 Toyota RAV4 LE,"57,175 mi.","$21,995",Great Deal | $959 under,"
Hertz Car Sales Pittsburgh Coraopolis
",(33 reviews),N/A
310,Used,2022 Toyota Tundra SR5,"29,780 mi.","$45,191","Great Deal | $4,039 under","
Moses Factory Outlet - Corridor G
",(11 reviews),N/A
311,Used,2022 Honda CR-V EX,"40,358 mi.","$27,491",Good Deal | $411 under,"
Moses Factory Outlet - Corridor G
",(11 reviews),N/A
312,Used,2022 Ford Expedition Max Limited,"21,426 mi.","$61,991","Great Deal | $1,821 under","
Moses Factory Outlet - Corridor G
",(11 reviews),N/A
313,Used,2023 Jeep Wrangler Sport,"3,704 mi.","$38,991",Fair Deal,"
Moses Factory Outlet - Corridor G
",(11 reviews),N/A
314,New,2023 Hyundai Santa Fe SEL,N/A,"$34,207",N/A,"
Allen Samuels of Jackson
",N/A,N/A
315,Used,2016 Chevrolet Silverado 1500 LT,"69,000 mi.","$27,999","Great Deal | $1,574 under","
Victory Chevrolet of Savannah
",(40 reviews),3.0
316,Used,2017 Chevrolet Trax LT,"95,146 mi.","$12,499",Great Deal | $223 under,"
Victory Chevrolet of Savannah
",(40 reviews),3.0
317,Used,2017 Hyundai Tucson Eco,"70,621 mi.","$16,446",Great Deal | $256 under,"
CarShop Cranberry
",(410 reviews),4.7
318,Used,2003 Ford Thunderbird Deluxe,"24,458 mi.","$19,950","Great Deal | $3,385 under","
Two Rivers Ford
",(922 reviews),4.9
319,Used,2020 Honda Pilot Touring 7-Passenger,"97,377 mi.","$27,350",Good Deal,"
Two Rivers Ford
",(922 reviews),4.9
320,Used,2017 Mercedes-Benz AMG C 63 Base,"51,256 mi.","$41,989","Great Deal | $1,500 under","
Michael's Motor Co.
",(4 reviews),N/A
321,Used,2017 Ford F-150 Platinum,"144,268 mi.","$28,977",Good Deal,"
Michael's Motor Co.
",(4 reviews),N/A
322,Used,2022 Hyundai Tucson Hybrid SEL Convenience,"20,349 mi.","$29,984","Great Deal | $1,982 under","
Moses Buick GMC Cadillac of Charleston
",(584 reviews),4.7
323,Used,2019 Genesis G70 2.0T Sport,"37,653 mi.","$27,998",Good Deal,"
CarShop - Robinson Township
",(275 reviews),4.1
324,Used,2018 Volvo S60 T5 Inscription Platinum,"63,043 mi.","$18,946",Great Deal | $641 under,"
CarShop - Robinson Township
",(275 reviews),4.1
325,Used,2018 Chevrolet Camaro ZL1,"7,399 mi.","$59,549",Good Deal,"
CarShop - Robinson Township
",(275 reviews),4.1
326,Used,2016 Mercedes-Benz C-Class C 300,"80,625 mi.","$19,248",Good Deal,"
CarShop - Robinson Township
",(275 reviews),4.1
327,Used,2015 Ford F-150 XL,"117,969 mi.","$20,000",Fair Deal,"
#1 Cochran Lot 1 Robinson
",(2 reviews),N/A
328,Used,2013 Ford F-250 Platinum,"171,508 mi.","$31,688",Good Deal,"
#1 Cochran Lot 1 Robinson
",(2 reviews),N/A
329,Used,2014 Cadillac ATS 2.0L Turbo Luxury,"111,101 mi.","$10,000","Great Deal | $2,071 under","
#1 Cochran Lot 1 Robinson
",(2 reviews),N/A
330,Used,2021 Mercedes-Benz GLS 450 4MATIC,"8,142 mi.","$73,881",Good Deal,"
Global Belle Meade
",(30 reviews),N/A
331,Used,2022 Ford Expedition Max XLT,"46,434 mi.","$51,500",Good Deal,"
McCarthy Blue Springs Hyundai
",(336 reviews),3.7
332,Used,2019 INFINITI QX60 Luxe,"94,296 mi.","$21,744",Great Deal | $420 under,"
Action Nissan
",(388 reviews),3.6
333,Used,2017 Nissan Pathfinder S,"112,660 mi.","$12,514","Great Deal | $1,114 under","
Action Nissan
",(388 reviews),3.6
334,Nissan Certified,2015 Nissan Frontier Pro-4X,"57,244 mi.","$23,552","Great Deal | $1,956 under","
Action Nissan
",(388 reviews),3.6
335,New,2023 Ford Maverick ,N/A,"$32,860",N/A,"
Spitzer Ford Cuyahoga Falls
",N/A,N/A
336,Used,2019 Ford Expedition Max Limited,"94,538 mi.","$37,500",Good Deal | $551 under,"
Gary Crossley Ford
","(1,051 reviews)",3.6
337,Used,2022 Tesla Model Y Long Range,"3,480 mi.","$48,514","Great Deal | $5,906 under","
Tim Short Chrysler Dodge Jeep Ram Hyundai - Fiat
",(159 reviews),4.7
338,Used,2017 Honda Odyssey EX-L,"50,317 mi.","$26,895",Good Deal,"
Tim Short Chrysler Dodge Jeep Ram Hyundai - Fiat
",(159 reviews),4.7
339,Used,2022 Toyota Tundra Platinum,"33,478 mi.","$58,768","Great Deal | $5,302 under","
Tim Short Chrysler Dodge Jeep Ram Hyundai - Fiat
",(159 reviews),4.7
340,Used,2021 Mazda CX-9 Grand Touring,"55,894 mi.","$26,396","Great Deal | $2,034 under","
BMW Certified Pre-Owned Nashville
",(701 reviews),4.5
341,Used,2010 Dodge Ram 2500 SLT,"168,253 mi.","$15,975",Good Deal,"
Milaca Motors
",(128 reviews),2.8
342,Used,2017 Nissan Armada SV,"85,349 mi.","$19,654","Great Deal | $1,162 under","
Baierl Acura
",(582 reviews),4.0
343,Used,2021 GMC Yukon SLT,"69,905 mi.","$48,999","Great Deal | $2,504 under","
Victory Chevrolet of Smithville
",(30 reviews),3.6
344,Used,2020 Chevrolet Spark 1LT,"62,377 mi.","$13,598",Good Deal | $119 under,"
Victory Chevrolet of Smithville
",(30 reviews),3.6
345,Used,2003 Chevrolet Corvette Base,"51,221 mi.","$21,500",Good Deal | $198 under,"
Wright Nissan
",(418 reviews),3.0
346,Used,2002 Chevrolet Camaro Z28,868 mi.,"$32,000",Fair Deal,"
Baierl Chevrolet
",(541 reviews),4.0
347,Used,2015 Cadillac Escalade Luxury,"117,123 mi.","$27,900","Great Deal | $1,012 under","
WALTERS MITSUBISHI
",(2 reviews),N/A
348,Used,2023 Mazda CX-50 2.5 S Premium Plus Package,"11,657 mi.","$36,900",Fair Deal,"
WALTERS MITSUBISHI
",(2 reviews),N/A
349,Used,2021 Ford Bronco Badlands,"4,011 mi.","$59,900",Fair Deal,"
WALTERS MITSUBISHI
",(2 reviews),N/A
350,Used,2012 Audi A6 3.0T Premium Plus quattro,"67,036 mi.","$16,800",Great Deal | $717 under,"
LW Automotive
",(179 reviews),4.1
351,Used,2002 Porsche 911 Carrera Cabriolet,"53,592 mi.","$27,700","Great Deal | $6,167 under","
LW Automotive
",(179 reviews),4.1
352,Used,2010 Chevrolet Camaro 2SS,"47,799 mi.","$26,900",Fair Deal,"
LW Automotive
",(179 reviews),4.1
353,Used,2016 Mercedes-Benz AMG S AMG S 65,"39,612 mi.","$79,990",Fair Deal,"
LW Automotive
",(179 reviews),4.1
354,Used,2018 Mercedes-Benz AMG G 63 Base,"49,054 mi.","$103,400",Good Deal,"
LW Automotive
",(179 reviews),4.1
355,Used,2021 Kia Telluride EX,"97,420 mi.","$29,500",Good Deal | $384 under,"
Bob Sight Kia
","(1,534 reviews)",4.9
